#Frame      Mode1    Mode2    Mode3
   74111  -93.783  131.687 -142.049
   74112  -94.716  132.688 -142.729
   74113  -97.867  134.237 -143.164
   74114  -95.399  133.465 -144.363
   74115  -93.916  131.800 -144.532
   74116  -97.494  130.426 -143.410
   74117  -96.321  132.386 -143.736
   74118  -96.768  128.506 -144.673
   74119  -95.791  128.917 -145.557
   74120  -94.811  128.671 -143.980
   74121  -96.225  130.289 -144.608
   74122  -96.757  130.474 -142.711
   74123  -95.977  130.430 -142.782
   74124  -95.092  129.521 -143.139
   74125  -93.736  129.268 -141.109
   74126  -95.674  128.662 -142.224
   74127  -96.810  129.602 -142.603
   74128  -93.313  126.185 -143.389
   74129  -92.985  129.365 -143.246
   74130  -93.581  131.156 -143.727
   74131  -93.728  130.457 -142.309
   74132  -92.940  131.907 -141.600
   74133  -92.855  131.201 -139.991
   74134  -97.402  133.562 -139.700
   74135  -99.544  132.215 -140.419
   74136  -96.783  131.337 -141.967
   74137  -96.569  127.650 -143.647
   74138  -94.719  127.867 -144.308
   74139  -95.742  130.086 -143.999
   74140  -97.533  131.344 -144.490
   74141  -97.236  129.005 -143.266
   74142  -95.750  130.142 -142.832
   74143  -97.283  128.032 -144.451
   74144  -95.644  127.366 -143.591
   74145  -94.660  128.386 -143.786
   74146  -94.145  130.003 -141.801
   74147  -93.593  128.867 -142.302
   74148  -97.694  128.636 -142.145
   74149  -98.240  131.203 -142.073
   74150 -100.784  129.506 -141.958
   74151 -100.074  127.582 -142.533
   74152 -101.872  126.993 -143.141
   74153  -99.238  126.155 -142.450
   74154  -98.151  125.349 -145.207
   74155  -98.617  124.055 -145.842
   74156  -96.434  123.424 -143.793
   74157  -95.812  122.393 -145.263
   74158  -97.623  121.006 -146.891
   74159  -97.446  121.147 -147.043
   74160  -98.184  120.749 -145.687
   74161  -99.447  122.654 -145.345
   74162 -102.309  121.758 -145.794
   74163 -103.318  122.777 -145.625
   74164 -106.003  122.540 -145.975
   74165 -104.553  121.278 -145.768
   74166 -102.868  120.008 -145.551
   74167 -100.033  120.971 -145.593
   74168  -99.386  120.734 -146.269
   74169 -100.258  122.644 -145.779
   74170  -98.153  122.971 -144.568
   74171  -98.248  120.131 -144.056
   74172  -95.364  118.383 -143.625
   74173  -96.942  119.711 -142.893
   74174  -97.357  121.582 -143.063
   74175  -99.616  121.578 -143.186
   74176 -100.374  121.001 -143.128
   74177 -100.050  122.009 -144.496
   74178 -100.942  121.398 -142.830
   74179  -99.017  123.865 -143.919
   74180  -98.309  123.680 -144.185
   74181  -99.994  123.596 -143.257
   74182 -100.317  125.333 -143.920
   74183 -100.316  124.300 -145.275
   74184  -99.542  124.229 -143.348
   74185 -102.055  122.766 -144.351
   74186 -102.316  125.088 -142.466
   74187 -102.913  124.724 -143.576
   74188 -103.029  122.099 -145.728
   74189 -103.353  122.409 -143.496
   74190 -101.815  122.894 -143.881
   74191 -101.391  123.775 -142.745
   74192 -102.135  125.473 -143.215
   74193 -102.895  126.412 -142.222
   74194 -104.471  127.688 -141.365
   74195 -105.806  124.917 -143.295
   74196 -103.433  126.247 -144.719
   74197 -102.722  123.628 -143.369
   74198 -103.755  122.169 -144.850
   74199 -104.244  121.627 -145.173
   74200 -104.358  125.312 -145.805
   74201 -104.032  124.757 -146.537
   74202 -100.949  124.497 -143.160
   74203 -103.885  123.031 -144.208
   74204 -104.545  122.031 -144.174
   74205 -105.600  122.468 -144.509
   74206 -105.005  123.453 -143.318
   74207 -107.097  123.357 -143.188
   74208 -104.222  122.257 -146.223
   74209 -106.533  119.294 -142.986
   74210 -107.094  123.958 -144.752
   74211 -105.064  124.428 -143.012
   74212 -106.005  122.174 -143.187
   74213 -101.652  120.000 -142.263
   74214 -100.135  121.686 -143.734
   74215 -100.481  124.791 -143.813
   74216 -101.178  123.832 -143.624
   74217 -101.290  122.782 -141.877
   74218 -101.527  122.206 -142.978
   74219 -100.939  121.193 -144.537
   74220 -103.333  124.194 -145.035
   74221 -105.463  125.073 -144.202
   74222 -101.996  125.865 -143.828
   74223 -101.475  124.500 -142.505
   74224  -99.768  123.105 -142.854
   74225  -99.026  124.824 -143.737
   74226  -97.574  125.292 -144.244
   74227  -94.224  122.682 -143.633
   74228  -97.536  125.673 -142.199
   74229  -95.918  124.878 -145.118
   74230  -97.848  124.748 -145.359
   74231  -97.008  122.694 -144.278
   74232  -94.697  122.512 -145.326
   74233  -97.551  124.511 -146.593
   74234  -94.909  124.316 -147.502
   74235  -94.772  121.494 -147.923
   74236  -93.718  120.359 -148.729
   74237  -92.954  119.274 -147.540
   74238  -93.424  118.151 -147.921
   74239  -94.572  120.930 -147.966
   74240  -96.327  120.429 -148.081
   74241  -92.928  120.978 -148.483
   74242  -97.099  123.364 -149.507
   74243  -97.086  123.906 -146.493
   74244  -92.712  123.880 -146.666
   74245  -94.270  122.448 -146.743
   74246  -95.795  121.888 -146.456
   74247  -96.216  124.078 -144.742
   74248  -94.992  123.802 -145.667
   74249  -96.803  125.080 -146.723
   74250  -95.318  122.147 -145.645
   74251  -96.829  119.997 -145.244
   74252  -95.369  123.131 -144.775
   74253  -94.897  120.441 -146.499
   74254  -97.032  119.992 -147.051
   74255  -96.895  120.924 -146.898
   74256  -96.072  120.175 -144.834
   74257  -96.736  119.954 -146.543
   74258  -96.466  121.669 -147.365
   74259  -94.662  123.083 -146.386
   74260  -97.120  122.756 -146.191
   74261  -94.308  120.426 -145.364
   74262  -93.714  119.149 -146.364
   74263  -92.235  120.178 -145.818
   74264  -93.863  120.826 -146.407
   74265  -94.379  120.714 -146.936
   74266  -94.817  119.695 -147.150
   74267  -93.816  121.915 -145.168
   74268  -93.413  122.818 -144.221
   74269  -93.680  119.966 -145.168
   74270  -95.156  124.371 -145.234
   74271  -96.341  123.851 -144.886
   74272  -95.058  123.804 -145.999
   74273  -97.498  124.263 -145.532
   74274  -98.492  124.501 -146.240
   74275  -98.326  122.791 -145.125
   74276  -98.487  122.518 -145.077
   74277  -99.868  122.613 -144.188
   74278  -99.836  121.869 -146.868
   74279 -101.356  120.840 -146.724
   74280 -102.637  118.810 -146.602
   74281 -101.870  117.830 -145.738
   74282  -99.723  116.898 -145.792
   74283  -99.129  119.339 -144.478
   74284 -100.303  120.871 -145.516
   74285  -98.510  121.557 -144.780
   74286  -99.775  121.757 -146.960
   74287  -98.553  120.051 -147.433
   74288  -96.301  120.137 -146.999
   74289  -94.853  119.937 -146.797
   74290  -94.675  120.554 -147.609
   74291  -96.164  120.620 -147.088
   74292  -95.069  123.739 -146.370
   74293  -96.601  123.364 -145.388
   74294  -96.564  123.302 -145.466
   74295  -95.170  124.995 -145.074
   74296  -95.448  124.805 -146.266
   74297  -96.273  121.705 -145.327
   74298  -98.921  122.444 -145.707
   74299  -98.820  124.410 -145.860
   74300  -96.155  122.998 -147.085
   74301  -98.619  125.763 -145.843
   74302  -98.793  126.465 -144.492
   74303  -98.049  127.012 -142.668
   74304  -97.857  129.173 -142.819
   74305  -97.698  128.367 -143.470
   74306  -98.604  129.036 -142.885
   74307  -97.246  130.699 -143.281
   74308  -97.625  130.759 -143.758
   74309  -97.002  130.139 -143.272
   74310  -95.627  129.265 -142.100
   74311  -97.626  130.154 -142.745
   74312  -95.094  129.007 -142.475
   74313  -94.749  129.648 -141.545
   74314  -94.487  127.617 -141.829
   74315  -95.989  128.235 -146.095
   74316  -97.503  126.429 -144.544
   74317  -99.211  126.789 -145.198
   74318  -99.265  124.644 -146.533
   74319  -97.434  125.014 -147.427
   74320  -97.893  126.738 -145.953
   74321  -99.264  129.937 -145.424
   74322 -100.104  127.359 -146.202
   74323  -96.048  128.397 -146.184
   74324  -96.714  129.525 -145.039
   74325  -98.489  129.257 -144.711
   74326  -96.971  129.826 -145.052
   74327  -97.958  128.656 -145.448
   74328  -97.597  126.832 -145.132
   74329  -96.875  127.103 -145.019
   74330  -97.200  128.325 -147.272
   74331  -97.297  129.778 -145.618
   74332  -97.111  127.038 -146.712
   74333  -96.482  124.572 -146.769
   74334  -97.394  124.760 -148.317
   74335  -96.269  126.391 -146.331
   74336  -96.620  126.283 -147.795
   74337  -93.511  125.578 -147.097
   74338  -91.525  126.421 -147.074
   74339  -92.171  124.301 -149.630
   74340  -90.554  124.982 -148.771
   74341  -92.463  123.399 -149.341
   74342  -91.648  122.478 -149.595
   74343  -92.772  125.232 -148.860
   74344  -93.724  124.638 -148.257
   74345  -90.510  122.358 -149.045
   74346  -91.793  120.372 -148.920
   74347  -93.458  119.497 -149.887
   74348  -91.425  119.946 -149.186
   74349  -91.701  120.271 -148.352
   74350  -94.232  121.375 -146.633
   74351  -93.945  121.451 -147.660
   74352  -93.332  121.941 -146.797
   74353  -93.200  123.052 -149.219
   74354  -93.065  120.536 -149.732
   74355  -95.585  122.951 -146.499
   74356  -94.451  121.579 -148.392
   74357  -93.371  119.311 -148.965
   74358  -93.680  120.800 -148.202
   74359  -92.368  120.455 -148.706
   74360  -94.395  119.471 -147.042
   74361  -94.321  118.398 -148.111
   74362  -95.705  118.162 -149.296
   74363  -95.303  118.217 -148.838
   74364  -93.514  120.958 -148.925
   74365  -93.845  117.524 -148.329
   74366  -97.651  120.283 -150.603
   74367  -95.091  122.210 -148.333
   74368  -94.921  120.276 -148.349
   74369  -92.541  119.977 -149.314
   74370  -94.486  119.672 -148.718
   74371  -96.893  119.869 -149.968
   74372  -98.046  117.324 -147.968
   74373  -97.627  121.160 -146.154
   74374  -95.754  120.149 -147.827
   74375  -98.383  119.763 -146.675
   74376  -97.552  118.748 -148.248
   74377  -97.285  118.870 -150.414
   74378  -96.247  116.964 -148.294
   74379  -97.677  119.416 -147.054
   74380  -97.274  118.994 -149.687
   74381  -97.104  119.339 -149.800
   74382  -96.812  118.275 -149.997
   74383  -94.621  116.238 -151.276
   74384  -94.100  115.527 -150.665
   74385  -94.009  117.011 -149.313
   74386  -92.591  117.930 -151.414
   74387  -91.524  117.495 -150.483
   74388  -94.012  116.322 -152.623
   74389  -97.466  117.606 -153.271
   74390  -97.156  115.822 -153.255
   74391  -98.628  116.693 -151.730
   74392  -99.932  116.406 -152.248
   74393 -100.862  117.296 -150.891
   74394  -99.453  117.052 -149.676
   74395  -96.918  118.561 -147.942
   74396  -98.617  118.253 -147.896
   74397  -99.475  116.774 -147.530
   74398 -100.570  117.673 -147.422
   74399  -94.248  117.830 -147.993
   74400  -97.267  118.879 -148.645
   74401  -94.684  117.640 -146.956
   74402  -94.834  120.178 -149.142
   74403  -92.608  121.441 -148.513
   74404  -89.836  120.686 -147.818
   74405  -93.157  119.375 -147.797
   74406  -92.471  119.724 -148.186
   74407  -92.018  117.021 -149.532
   74408  -93.501  118.328 -147.408
   74409  -92.170  118.117 -147.748
   74410  -90.926  119.057 -147.228
   74411  -91.246  119.315 -146.968
   74412  -91.796  122.220 -146.117
   74413  -91.405  122.436 -147.355
   74414  -91.198  119.716 -149.369
   74415  -93.126  120.115 -147.956
   74416  -94.567  120.698 -148.409
   74417  -95.110  118.894 -147.305
   74418  -96.089  119.919 -147.470
   74419  -98.050  119.131 -148.338
   74420  -98.295  118.030 -147.584
   74421  -98.901  118.766 -148.218
   74422 -102.249  117.795 -148.119
   74423 -101.203  117.926 -146.109
   74424 -101.536  120.589 -146.488
   74425 -102.090  118.865 -146.427
   74426 -101.834  120.740 -145.717
   74427 -100.600  121.914 -146.170
   74428 -100.527  123.188 -147.530
   74429 -101.205  121.017 -147.645
   74430  -98.957  120.540 -146.959
   74431  -98.194  118.976 -148.945
   74432  -96.713  116.083 -147.683
   74433  -99.543  117.443 -146.924
   74434  -95.997  121.884 -146.371
   74435  -99.940  120.905 -147.620
   74436 -100.351  120.997 -148.146
   74437  -99.239  117.519 -148.952
   74438  -98.430  120.529 -147.006
   74439  -98.380  121.034 -148.311
   74440  -99.115  120.687 -147.740
   74441  -97.895  124.020 -147.985
   74442  -99.550  123.925 -147.789
   74443  -97.980  123.000 -148.239
   74444 -101.535  122.938 -145.880
   74445 -100.077  123.728 -145.755
   74446  -99.090  121.196 -144.163
   74447  -98.680  123.773 -145.588
   74448  -97.445  123.258 -147.138
   74449  -96.931  123.388 -145.593
   74450  -93.387  123.588 -145.005
   74451  -93.486  124.206 -146.395
   74452  -93.878  124.170 -147.946
   74453  -91.839  125.935 -147.630
   74454  -92.345  123.721 -146.650
   74455  -91.179  125.664 -146.918
   74456  -89.052  125.011 -145.655
   74457  -87.227  122.393 -146.314
   74458  -88.695  121.290 -145.797
   74459  -90.400  120.273 -146.841
   74460  -90.517  122.403 -147.593
   74461  -90.496  124.224 -146.691
   74462  -93.580  127.648 -147.364
   74463  -89.724  128.905 -146.376
   74464  -88.087  126.769 -146.634
   74465  -88.250  126.104 -145.735
   74466  -89.100  124.950 -147.639
   74467  -88.539  124.554 -148.580
   74468  -88.654  121.187 -146.503
   74469  -86.970  122.382 -146.988
   74470  -88.296  123.261 -145.773
   74471  -85.424  124.384 -146.798
   74472  -85.723  125.174 -147.194
   74473  -86.759  127.668 -148.401
   74474  -86.804  126.735 -145.328
   74475  -89.281  125.834 -146.490
   74476  -87.379  128.236 -147.444
   74477  -89.567  128.351 -146.502
   74478  -90.070  125.293 -146.563
   74479  -88.592  122.280 -148.454
   74480  -91.790  121.420 -149.119
   74481  -90.312  121.698 -148.213
   74482  -91.348  122.233 -148.168
   74483  -87.844  122.317 -147.204
   74484  -86.465  121.787 -148.823
   74485  -87.216  122.916 -150.878
   74486  -86.077  121.713 -150.030
   74487  -86.377  122.373 -149.326
   74488  -88.490  122.211 -150.375
   74489  -91.327  122.039 -149.396
   74490  -89.824  121.031 -148.478
   74491  -90.632  122.838 -146.039
   74492  -90.243  121.555 -147.704
   74493  -90.099  122.495 -149.373
   74494  -90.267  123.367 -147.987
   74495  -89.411  122.956 -149.804
   74496  -89.346  122.450 -147.429
   74497  -89.304  123.501 -150.938
   74498  -88.421  124.974 -149.184
   74499  -88.660  124.471 -148.785
   74500  -87.508  123.939 -148.372
   74501  -88.354  124.058 -148.343
   74502  -90.064  125.581 -149.390
   74503  -89.814  126.689 -146.498
   74504  -90.766  126.950 -147.608
   74505  -91.997  127.395 -146.528
   74506  -93.989  127.369 -145.617
   74507  -94.541  125.832 -147.518
   74508  -96.903  124.849 -146.606
   74509  -96.756  123.779 -147.264
   74510  -97.078  122.414 -148.744
   74511  -96.526  123.322 -148.606
   74512  -96.462  124.485 -147.444
   74513  -96.343  124.739 -144.853
   74514  -95.359  127.395 -146.251
   74515  -97.301  128.339 -144.575
   74516  -95.594  125.429 -144.207
   74517  -96.447  124.912 -145.638
   74518  -95.667  125.560 -145.081
   74519  -95.253  126.544 -143.919
   74520  -96.248  126.825 -146.020
   74521  -94.936  126.077 -145.644
   74522  -93.765  124.729 -144.157
   74523  -92.542  126.796 -144.756
   74524  -93.351  128.069 -144.182
   74525  -93.385  128.719 -143.628
   74526  -97.336  129.370 -144.594
   74527  -99.501  128.635 -144.129
   74528  -98.001  128.011 -144.798
   74529  -97.897  126.228 -145.425
   74530  -97.421  125.385 -146.358
   74531  -97.150  126.334 -144.307
   74532  -95.767  125.443 -144.710
   74533  -94.852  125.521 -143.597
   74534  -95.941  125.854 -142.161
   74535  -96.959  125.176 -142.379
   74536  -97.441  126.480 -141.840
   74537  -98.066  126.874 -141.938
   74538  -96.513  129.536 -142.501
   74539  -99.911  130.382 -141.896
   74540  -98.612  129.483 -141.087
   74541  -97.092  127.767 -141.938
   74542  -97.883  128.959 -144.139
   74543  -96.770  131.437 -141.937
   74544  -97.937  129.643 -142.982
   74545  -96.564  128.424 -139.546
   74546  -94.982  127.566 -139.103
   74547  -97.151  126.652 -141.136
   74548 -100.511  126.336 -141.552
   74549  -99.222  126.127 -142.588
   74550  -97.862  125.515 -142.388
   74551  -99.879  125.360 -142.304
   74552  -98.820  126.853 -140.301
   74553  -97.869  126.509 -142.796
   74554  -97.380  125.714 -141.024
   74555  -96.927  126.037 -141.325
   74556  -95.931  123.670 -141.892
   74557  -95.819  122.914 -142.504
   74558  -96.359  122.415 -141.619
   74559  -96.867  120.923 -144.255
   74560  -95.333  120.229 -145.836
   74561  -94.039  122.034 -147.145
   74562  -93.806  122.717 -144.036
   74563  -92.367  123.778 -146.330
   74564  -94.385  124.808 -143.708
   74565  -94.414  126.177 -142.299
   74566  -94.176  125.555 -143.230
   74567  -92.681  127.331 -140.748
   74568  -93.884  128.782 -139.148
   74569  -93.155  129.558 -139.780
   74570  -92.333  131.804 -139.174
   74571  -93.426  131.194 -138.591
   74572  -91.904  131.543 -138.352
   74573  -91.251  129.988 -139.368
   74574  -90.129  130.809 -137.924
   74575  -92.118  129.616 -136.739
   74576  -93.337  131.292 -135.961
   74577  -95.266  129.376 -136.815
   74578  -93.755  129.581 -135.343
   74579  -92.559  129.222 -135.937
   74580  -92.473  127.866 -137.350
   74581  -92.706  127.799 -138.006
   74582  -93.517  127.447 -140.779
   74583  -94.442  127.543 -140.778
   74584  -96.542  127.650 -140.393
   74585  -95.580  127.333 -140.132
   74586  -94.072  126.920 -139.188
   74587  -91.346  128.947 -139.603
   74588  -94.240  129.893 -139.428
   74589  -94.311  130.262 -139.097
   74590  -91.134  130.246 -139.380
   74591  -95.413  129.980 -139.043
   74592  -93.896  127.624 -139.128
   74593  -96.651  126.297 -138.413
   74594  -96.934  126.611 -139.675
   74595  -97.626  126.652 -141.630
   74596  -97.692  124.550 -142.025
   74597  -95.623  125.634 -141.936
   74598  -99.312  126.401 -142.385
   74599  -99.644  124.272 -142.309
   74600  -98.238  124.805 -140.838
   74601  -97.012  126.058 -139.845
   74602  -96.242  128.788 -140.169
   74603  -96.832  130.936 -141.422
   74604  -93.801  130.802 -140.841
   74605  -95.488  129.367 -141.805
   74606  -93.920  126.305 -140.480
   74607  -90.214  126.169 -140.347
   74608  -90.414  125.698 -142.863
   74609  -89.557  125.687 -142.026
   74610  -87.865  123.448 -142.890
   74611  -91.495  125.375 -142.367
   74612  -91.808  124.754 -142.106
   74613  -91.419  124.134 -142.447
   74614  -90.929  124.233 -141.582
   74615  -94.646  125.582 -144.138
   74616  -94.590  124.229 -144.517
   74617  -95.639  124.102 -143.232
   74618  -96.229  124.382 -144.007
   74619  -93.022  125.379 -143.108
   74620  -93.704  123.932 -142.689
   74621  -93.537  124.912 -144.326
   74622  -92.607  124.194 -143.655
   74623  -91.456  124.780 -143.651
   74624  -93.424  124.499 -142.426
   74625  -93.434  121.277 -144.381
   74626  -93.925  119.475 -144.622
   74627  -92.505  119.684 -144.739
   74628  -91.578  119.744 -144.801
   74629  -90.808  119.907 -143.141
   74630  -90.465  118.200 -145.032
   74631  -91.253  118.783 -145.551
   74632  -90.486  121.501 -144.560
   74633  -91.577  121.309 -143.301
   74634  -88.900  127.332 -142.018
   74635  -88.508  125.985 -144.741
   74636  -87.439  127.364 -143.773
   74637  -88.879  127.603 -144.085
   74638  -87.636  124.553 -144.779
   74639  -87.121  126.834 -145.345
   74640  -86.183  124.200 -147.111
   74641  -88.066  124.603 -145.806
   74642  -89.088  123.759 -145.240
   74643  -88.593  122.465 -145.664
   74644  -87.240  122.594 -145.950
   74645  -91.367  124.820 -146.270
   74646  -88.278  123.762 -147.914
   74647  -87.246  124.628 -145.985
   74648  -88.173  125.177 -147.890
   74649  -88.836  125.034 -147.920
   74650  -88.384  125.111 -145.299
   74651  -87.020  123.895 -145.677
   74652  -86.716  125.754 -145.627
   74653  -87.654  127.026 -146.025
   74654  -84.241  127.217 -146.726
   74655  -85.280  127.809 -146.783
   74656  -84.362  126.635 -145.101
   74657  -86.938  125.964 -144.424
   74658  -87.039  126.519 -146.342
   74659  -87.613  127.300 -145.297
   74660  -89.035  127.096 -146.037
   74661  -91.322  127.163 -144.781
   74662  -90.103  126.285 -142.841
   74663  -89.757  127.736 -143.349
   74664  -89.162  128.426 -142.517
   74665  -90.219  127.101 -141.540
   74666  -91.582  127.542 -143.122
   74667  -92.415  126.492 -142.276
   74668  -93.991  125.916 -141.622
   74669  -91.057  125.298 -143.932
   74670  -90.463  126.448 -143.133
   74671  -91.468  125.944 -143.473
   74672  -92.021  125.127 -144.328
   74673  -88.793  125.070 -142.917
   74674  -87.744  125.845 -144.535
   74675  -86.874  127.126 -144.824
   74676  -87.354  126.494 -144.729
   74677  -87.323  124.298 -145.007
   74678  -87.350  125.772 -145.490
   74679  -86.919  125.893 -145.227
   74680  -85.682  125.113 -146.968
   74681  -84.236  125.390 -147.929
   74682  -83.733  126.417 -148.365
   74683  -80.171  125.558 -149.162
   74684  -80.982  128.192 -147.950
   74685  -82.695  128.483 -147.024
   74686  -84.162  128.562 -146.354
   74687  -81.440  128.174 -146.304
   74688  -82.238  126.567 -146.168
   74689  -82.221  125.078 -147.672
   74690  -83.101  125.289 -147.875
   74691  -84.284  125.995 -148.140
   74692  -83.999  127.301 -148.241
   74693  -85.631  125.376 -148.862
   74694  -86.035  124.915 -148.338
   74695  -87.957  126.085 -149.078
   74696  -88.941  126.596 -149.520
   74697  -87.279  127.335 -147.431
   74698  -84.625  128.306 -148.684
   74699  -85.973  128.204 -146.373
   74700  -85.875  129.795 -148.882
   74701  -85.480  126.812 -148.438
   74702  -85.247  126.048 -148.342
   74703  -85.211  125.601 -147.727
   74704  -83.118  124.884 -146.701
   74705  -83.487  126.318 -148.536
   74706  -82.993  131.418 -147.377
   74707  -83.396  129.765 -147.852
   74708  -83.818  128.302 -148.651
   74709  -83.578  128.516 -148.673
   74710  -83.958  127.549 -147.914
   74711  -83.045  126.926 -148.478
   74712  -83.823  128.272 -149.206
   74713  -83.522  127.189 -147.367
   74714  -83.984  126.507 -149.845
   74715  -83.451  127.293 -148.814
   74716  -82.712  126.192 -148.315
   74717  -84.616  126.394 -145.783
   74718  -83.335  127.558 -144.972
   74719  -82.114  125.955 -145.988
   74720  -83.755  126.232 -145.776
   74721  -82.180  125.938 -146.075
   74722  -81.788  127.694 -146.967
   74723  -78.118  128.585 -145.162
   74724  -79.065  127.873 -145.380
   74725  -80.074  130.365 -145.185
   74726  -82.149  131.547 -145.357
   74727  -81.803  129.406 -144.479
   74728  -81.586  131.647 -143.970
   74729  -81.042  128.403 -144.098
   74730  -82.530  127.499 -144.384
   74731  -80.791  128.177 -145.297
   74732  -83.898  128.788 -145.033
   74733  -81.905  128.388 -144.458
   74734  -85.443  129.047 -143.496
   74735  -85.826  127.490 -145.566
   74736  -84.823  126.662 -145.630
   74737  -85.545  124.432 -145.216
   74738  -86.556  123.579 -144.893
   74739  -85.178  125.712 -144.936
   74740  -83.287  123.917 -145.516
   74741  -87.393  122.390 -146.898
   74742  -87.846  120.595 -147.130
   74743  -86.957  121.936 -144.205
   74744  -86.967  126.418 -145.942
   74745  -86.847  126.012 -146.514
   74746  -85.559  125.537 -144.591
   74747  -83.478  126.614 -145.331
   74748  -82.582  126.247 -146.483
   74749  -82.459  127.529 -144.739
   74750  -83.734  125.181 -144.378
   74751  -83.974  126.611 -145.542
   74752  -82.777  129.163 -143.628
   74753  -83.356  129.672 -144.379
   74754  -82.616  129.312 -144.703
   74755  -80.901  130.082 -144.822
   74756  -79.912  129.508 -145.422
   74757  -79.549  128.181 -145.598
   74758  -81.225  128.226 -145.097
   74759  -83.387  124.864 -146.701
   74760  -83.887  125.594 -145.450
   74761  -81.676  124.834 -148.342
   74762  -80.926  125.432 -147.885
   74763  -81.815  126.442 -146.482
   74764  -82.513  125.324 -149.407
   74765  -80.608  124.624 -149.900
   74766  -80.610  125.115 -147.997
   74767  -82.821  125.862 -147.293
   74768  -84.198  127.112 -148.742
   74769  -83.694  128.444 -149.189
   74770  -80.541  128.048 -147.572
   74771  -82.493  127.112 -148.742
   74772  -80.581  126.401 -148.050
   74773  -82.587  123.993 -147.636
   74774  -82.312  124.638 -147.894
   74775  -79.984  125.051 -145.771
   74776  -78.570  126.134 -145.386
   74777  -77.922  125.965 -147.548
   74778  -81.574  126.834 -148.003
   74779  -83.069  124.608 -148.267
   74780  -81.597  127.200 -149.067
   74781  -81.175  127.043 -146.365
   74782  -82.913  127.106 -147.090
   74783  -82.909  125.947 -147.777
   74784  -82.030  126.184 -147.066
   74785  -81.208  125.157 -148.659
   74786  -83.455  124.626 -146.177
   74787  -83.097  123.782 -146.031
   74788  -83.493  123.745 -145.390
   74789  -83.969  125.759 -145.111
   74790  -87.463  127.893 -144.636
   74791  -87.400  129.377 -142.704
   74792  -85.310  127.734 -142.909
   74793  -84.263  128.567 -141.400
   74794  -84.539  130.202 -143.643
   74795  -85.905  130.151 -144.171
   74796  -85.805  128.532 -142.703
   74797  -85.041  127.183 -143.098
   74798  -83.772  128.289 -141.407
   74799  -82.336  128.150 -141.537
   74800  -81.260  128.812 -141.514
   74801  -82.066  125.282 -143.128
   74802  -80.449  126.604 -141.808
   74803  -77.629  122.098 -145.096
   74804  -78.229  123.185 -145.367
   74805  -78.312  123.054 -146.232
   74806  -80.102  122.698 -145.798
   74807  -79.274  120.758 -145.931
   74808  -76.531  123.549 -143.741
   74809  -77.533  121.861 -143.053
   74810  -78.170  122.267 -144.590
   74811  -79.573  123.879 -142.696
   74812  -78.591  123.067 -144.284
   74813  -79.258  124.719 -143.123
   74814  -79.946  123.872 -144.574
   74815  -83.374  124.501 -145.189
   74816  -80.763  126.334 -143.454
   74817  -81.302  126.921 -144.659
   74818  -81.538  124.971 -145.193
   74819  -81.530  126.000 -144.282
   74820  -81.608  123.851 -144.089
   74821  -82.229  124.607 -144.343
   74822  -80.522  123.906 -144.061
   74823  -78.981  124.935 -144.115
   74824  -81.830  125.439 -144.913
   74825  -81.471  126.292 -145.557
   74826  -81.935  123.843 -146.041
   74827  -82.559  124.832 -145.183
   74828  -83.356  122.721 -146.851
   74829  -81.991  125.801 -145.318
   74830  -83.713  125.917 -146.269
   74831  -83.054  125.924 -146.765
   74832  -83.347  124.090 -146.008
   74833  -81.798  123.730 -144.367
   74834  -80.549  126.119 -142.232
   74835  -80.282  124.988 -143.839
   74836  -81.155  124.591 -147.190
   74837  -80.102  123.609 -147.177
   74838  -77.375  124.415 -146.758
   74839  -78.338  123.954 -146.866
   74840  -79.281  125.964 -145.789
   74841  -78.726  126.203 -144.052
   74842  -77.686  129.744 -144.527
   74843  -76.529  125.305 -144.672
   74844  -75.939  127.558 -144.435
   74845  -76.409  125.881 -145.177
   74846  -77.524  126.762 -143.540
   74847  -75.399  125.236 -145.211
   74848  -76.396  127.144 -144.209
   74849  -77.147  127.572 -145.705
   74850  -78.334  128.670 -143.352
   74851  -78.307  125.717 -145.948
   74852  -77.355  127.816 -144.225
   74853  -80.696  125.454 -144.846
   74854  -80.617  124.369 -145.562
   74855  -83.355  127.499 -145.929
   74856  -80.796  122.744 -144.881
   74857  -85.914  121.001 -146.071
   74858  -84.053  122.272 -145.062
   74859  -85.611  123.857 -146.778
   74860  -86.749  126.169 -145.444
   74861  -88.752  125.241 -146.026
   74862  -85.059  126.572 -146.710
   74863  -85.573  125.217 -146.899
   74864  -84.820  124.675 -148.137
   74865  -84.597  124.562 -147.508
   74866  -83.491  126.568 -142.943
   74867  -82.968  128.020 -146.735
   74868  -80.739  128.446 -147.483
   74869  -81.219  128.541 -146.860
   74870  -79.521  127.146 -146.220
   74871  -81.981  127.510 -145.911
   74872  -79.849  128.085 -145.339
   74873  -79.792  129.853 -145.844
   74874  -80.132  128.385 -146.487
   74875  -80.389  129.868 -145.432
   74876  -80.996  128.560 -145.029
   74877  -82.861  129.148 -143.815
   74878  -82.734  130.527 -144.144
   74879  -82.112  128.032 -144.708
   74880  -83.036  128.257 -145.219
   74881  -83.305  127.636 -145.900
   74882  -80.254  126.988 -146.916
   74883  -79.570  126.199 -147.550
   74884  -80.305  126.194 -147.494
   74885  -79.233  125.939 -146.054
   74886  -78.785  125.944 -146.132
